UID,designer,tid,subcategory,Product Tag,Content weight,Style weight,Browse
2386,"kayopan,64design,ckoshxcko,cutfing,cutfing,sandm-watch,laboratorio,mojoy1680","1LJLDyF7,1v3HtMZM,1JCN5ecx,1AeXEI_n,1y8k_xF2,1pIb8fRW,1nb3JMYZ,1QwGxKFb","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,手錶,胸針,耳環","項鍊,抗過敏,創意,飄移髮夾彎,月球,情人節,聖誕節,handmade,對鍊,胸針,飾品,純銀,手工,禮品,設計,百搭,簡約,禮物,鐘錶,耳環,keyring,alice,小髮夾,銀飾,手作",0.897885582494,0.102114417506,"19BEN0WM,17EeQZVE,1FSs2OFj"
2387,"missblue,bluewaters,cheerful,markhonor,iammissj,vintage,hakuneko,ladypark,lovevilla,garetta,dnsdesignoriginal,hotheart,themamascloset,yizistore,emma-agency,kite,relzplay,elodie,beingoflove,woodtansy,una-handiwork,touch-and-catch","1KiTfGEk,1Pt3XxxP,1xkbvpCA,1VsXH9P9,1iOFjlld,1wek2d3k,1XQ506zX,1uyvcXKK,1vhIX3US,18BR9I6N,1CBBLy1L,1NvZEUOW,1qVaoUCO,1ZrOqEUh,1AVObgMP,1ag4kJYY,1XJPk1pr,1d_gGjRJ,1YvUHhKP,1e1cS0Zk,1rxYVObm,1l_5CDPc","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,其他2,胸針,項鍊/墜子,髮飾,手鍊/手環,鑰匙圈/鑰匙包,項鍊/墜子","四角,lace,鑰匙圈,創意,簡約,natural系列,真花,silver,真皮,玫瑰,bridal,羽,草莓,手作り,限量款,獨特,設計,貓咪,wedding,headpiece,包裝,パワーストーン,我的她：想像力豐富、善變、喜歡新奇事物,皮革、,貓,灰瑪瑙,髮夾,手作,square,可愛い,項鍊,彩色,畢業禮,hair,design,シルバー,イヤリング,シルバー925,捕夢網,聖誕禮物,rawstone,earrings,深紫,頭飾,手工,葉子,皮革、鑰匙包、鑰匙,古董,コットンパール,hotheart,yizi,headband,自選顏色,stone,pearls,插畫商品,古著,新娘,花嫁,飾物,繡球花,可訂製,可愛,棉棉珠,裸石,婚禮,花,立體真花,胸針,white,beingoflove,日本,金色,馬卡龍,手繪,fascinator,スワロ,スワロフスキー,動物,手創,pierces,復古,送禮,立體,yizistore,髮帶,hairpiece,蕾絲,兒童,天然石,crystals,ピアス,handmade,紫色,髮飾,禮品,飾品,feather,珍珠,dreamcatcher,葉,ハンドメイド,羽根,手繪蝴蝶,禮物,項鍊/墜子,星空,水晶,編織,別針,耳環,串珠,2way",0.250097186778,0.749902813222,"1qV6vU80,1lBSPPNv,1Y9oNOzY,19xOgNkJ"
2388,"shorin,bluebirdfelt,kianahandcraft,sw75720,ilnesso,nekineki,balance-wu-design,mr-lnose,feltsjie,play-zakka,isdesign,goforest,sofia","1exc8lu6,1G4VP3cT,1WkcXZ3l,1lyVKUNk,1JmgoZH3,1mXOG5iw,1ZwzeljH,1VMVOyPK,1OZ5fQDv,1gRebHf1,1L5AuPQO,1ttozyiz,1V9On5t6","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,護照夾,項鍊/墜子,平板/電腦保護套,髮飾,洋裝,鑰匙圈/鑰匙包,票夾/隨身夾","l鼻先生,ブローチ,毛氈,項鍊,大腸圈,天然,鑰匙圈,13.3'',創意,聖經,design,療癒,宮廷風,防水,旅行,質感,多肉植物,牛仔布,木,handmade,電腦保護套,黏土,鏡子,isdesign,可客製,髮飾,平板電腦包,玻璃罩,筆電包,羊駝,電腦包,手工,浅灰色,品牌,設計,拉鍊,動物,古典,基督,話語,macbook,神,case,禮物,sleeve,皮製品,原創,耳環,耶穌,air,搞笑趣味,復古,軟木,可愛,波點,護照夾,手作",0.917961843027,0.0820381569727,0
2389,"squirrel9822,silverbreeze,lisablue1114","1xQlj6qb,1rGjxpnU,1okQSdMJ","胸針,項鍊/墜子,髮飾","貝殼珍珠,禮物,手作,簡約,項鍊,simple,禮品,琉璃蛋白石,handmade,簡單,配件:黃銅,可愛,鬍子,##髮簪髮釵髮梳,design,生日,貓眼石,古風華麗,玉瓍瑪瑙",0.562806274781,0.437193725219,"1tjV2YsZ,16VItNDF,1fMfeQyd,1Rd4GQTe"
2390,"mogus,baby_jewelry,stripes,play-leather,oldnewlady,edie,lushgrass,goodafternine,tulisan,ckoshxcko,dailylike,qtpiworkshop,dudehk","1zSY879f,1DxaGl8B,10pbGDyH,1g87KzNm,1P9dKC2X,1IDDNG3X,1aV4892n,1NmkbtxU,1zg09nnW,1xoC4NJq,1VtaxH4r,1dRAQ4bV,1hJlAcC9","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,上衣 (女),項鍊/墜子,卡片/明信片,髮飾,紙膠帶,鑰匙圈/鑰匙包,公事包","beautiful,summer,糖果色,療癒,jewellery,simple,北歐,idea,和風,簡單,花邊大耳環,淡灰,創意,帆布,design,qtpiworkshop,飄移髮夾彎,生日禮物,hairaccessory,迷你短夾,casual,impact,簡約,功能型,vintage,粉色,handmade,貼紙,印章,wood,ⓒ布製三角鈕釦,情人節禮物,statement,胸針,print,silkscreen,circle,minimal,禮品包裝,限量款,文具,輕便,strips,cozy,手工,皮革,leopard,鑰匙,交換禮物,電腦袋,hairelastic,設計,雞蛋形,retro,塗鴉,key,鎖匙包,bead,手作,雪花,客製化禮物,項鍊/墜子,禮物,natural,beige,防水,愛生活,卡片diy,別針,natural系列,american,紙膠帶,mode,復古,polkadots,necklace,動物花卉,上衣,silver,長洲",0.912376995266,0.0876230047338,0
2391,"kayopan,celia-celeste,ckoshxcko,mumusweety,mrs-u,solasolo","1TatPlOc,1zX48Suv,1Gbamyr5,1f6Phs5x,1lQkVG8T,12pg8zgi","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,其他7","頸鏈,手作,精裝,手鏈,handmade,設計,design,飄移髮夾彎,胸針,小髮夾,山羊,客製化禮物,簡約",0.13756398629,0.86243601371,"14A6lzFb,1sVIdfy2,1kIVBEuL,13rnKnbm"
2392,"zucco,handmadefang,ckoshxcko,apple-handmade,youngataiwan,nagano164,ideesdecouture","1HrsayS6,1ORjeVMs,1kr09OWB,19DB7506,1e8TiLQJ,1pXEXrim,17mDNYqs","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,外套/大衣 (女),耳環,零錢包","蜜桃絨布,天然石,可愛,飄移髮夾彎,日系風,迷你短夾,design,handmade,古著感,鑰匙圈/鑰匙包,復古感,白色,設計,愛心,花布,拼接,wedding,甜美,外套/大衣 (女),粉紅,輕熟,鋯石,耳環,dog,ⓒ布製三角鈕釦,淡水珍珠,手作",0.353311410673,0.646688589327,1nMmH3TR
2393,"hauteforet,nothingmore,honey-cloud,wawamimaan,theheydayshop,sheshines,glorikami,mojil,skderhouse,goodtime-play-jewelry","1b6aeDDJ,1hXFfM6V,1tSdx3pk,1vdr7XW9,1jHkRZ6g,1zmIB1nP,1XevQdbJ,1UfKH0Cs,1oy5y5dJ,1RXUYWva","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,外套/大衣 (女),髮飾,耳環","限量款,天然紫水晶,項鍊,秋冬,創意,design,origami,星球,手工,jewelry,香港,handcut,handmade,animal,胸針,14k金耳環,nothingmore,髮飾,有機棉,禮物,手工皮革,設計,necklace,brass,goldplated,皮革,耳環,dog,原住民風格,glorikami,可愛,母親節禮物,髮帶,手作",0.622011821866,0.377988178134,0
2394,"maobian,acrylic-platypus,mithx","1Eqtqxjo,1_cHjk_F,17YdAgaB","胸針,項鍊/墜子,髮飾","毛茸茸,禮物,鳥,手工,貓頭鷹,項鍊,禮品,胸針,handmade,設計,鑰匙圈,創意,動物,髮束,design,客製化禮物,手作",0.983465785169,0.0165342148313,1YWdMHxq
2395,"unpeu-tokyo,slimetalwork,skderhouse,fruttidinuli,64design,aminah,cutfing,bywe","1wpuhFO4,1l74gVea,1WKk48z7,1ylLffil,1sGDinLK,1YLvyX8q,1OB8XH68,1r1kKv0T","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,後背包,胸針,戒指","限量款,禮物,吊飾,925純銀/手工,手工,【皮繩搭配】系列,耳環,handmade,胸針,彈性戒指,吉他,aminah,wood,design,髮束,【神龍】系列,個性中性後背包,手作",0.715066760278,0.284933239722,"1OmU1T1I,1UunX6fG,1IsxwwIR"
2396,"kayopan,bontehandmadejewelry,dreammakers,cattail,ostaratokyo,f956weisong,yuandi,beingoflove,mumusweety,amesia,momobunnyhandcraft,trii,kazuharinnu,alma-handmade,frogfree,newnoise,watercolorcastle","1zbYIjR_,1DfkE5_r,1gsRx28p,1H0tldVF,1tGact0Y,1L4YUpKq,19EAiRLD,1PM3TOpP,1OzLQGwb,1MtOSug5,1zuDr50I,1NE5Nass,1DBSd5PB,1MTwJKS_,1OJzbu6E,1Lm6qGwq,125ccV2W","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,胸針,髮飾,卡片/明信片,鑰匙圈/鑰匙包,個人畫像","小豬,art,設計師,紫陽花,項鍊,新娘,hair,創意,hairpiece,可愛,療癒,japan,羊毛氈,插畫,kawaii,別針,定製人像,人像繪製,handmade,蝴蝶結,イラスト,鑰匙圈/鑰匙包,定製,髮飾,胸針,優雅,缶バッチ,頭飾,beingoflove,袋裝,限量款,客製化禮物,bridal,手工,fascinator,3d-print,設計,illustration,accessory,canbatch,造花,3d列印,兔,illust,pierces,headband,卡片/明信片,headpiece,馬卡龍,design,水彩人像,毛球貓,粉紅色,medama,明信片繪製,耳環,情侶禮品,復古,水彩,情侶人像,訂製,original,手工花,手作",0.493270758055,0.506729241945,0
2397,"soandso,simon-handworks,sweethouse,squly","1f9Qlrbg,1mg_OHrO,1pKD1b1z,1kuGNKXD","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包","cute,毛融娃娃,小物,香港設計,公仔,可愛,髮束,配件飾品,毛公仔,人物設計,簡約,香港,胸針,3c,絨毛娃娃,毛絨,融毛,毛絨娃娃,項鍊/墜子,娃娃,禮品,毛氈布,設計,刺繡,隨身,配件,飾品,松鼠,squly,毛融,絨毛,融毛娃娃,禮物,gift,動物造型,原創,創意,毛娃娃,design,匙扣,手作",0.625648050028,0.374351949972,"1Zjdojcc,1ivLZ6Rm,1DUKBMcN"
2398,"uka,november-com","1UHbuWcR,1k6ATeGq","胸針,項鍊/墜子","禮物,手工,禮品,handmade,設計,創意,design,胸針,純銀,手作",0.0908667712538,0.909133228746,0
2399,"solasolo,oldnewlady,gokudera","1hL9b0Y3,1aKEwGoe,1fikaTvB","胸針,項鍊/墜子,髮飾","jewelry,food,handmade,miniature,design,silver925純銀,客製化禮物",0.306574616772,0.693425383228,"1uLAi7Wy,1wTvmlhC,1YoLrvWf,13d3xFik"
2400,"littlescroll,tassie,kimmijunior,backdiscontent,edithjaz","1MJIiT3c,1g0MO8OW,1r86UHRL,1cRVIZ0f,1yP3Q3iS","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,項鍊/墜子","accessories,鑰匙圈,飾物,創意,design,機車,音樂,情人節,生活,簡約,&,edith,handmade,客製化禮物,bike,music,胸針,風格,搖滾,sterling,個性,手工,皮革,禮品,手工皮革,設計,書簽,jaz,髮飾組,復古,時尚,禮物,頸鏈,leather,純銀,rock,necklace,鑰匙扣,silver,手作",0.141305242361,0.858694757639,"1Blt2_39,1m9t_vfj,1e4FU34J,1IE8x5M2"
2401,"peopletutu,novioshk,missbear5420,littlescroll,lafoglia,solasolo,doraj","15EZcQgb,1bycaEJE,1uPfsrcT,1dzNklPR,1NPtgAPF,1F3hSavC,1cRc6tBq","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,卡片/明信片","男朋友,項鏈,聖誕禮物,accessories,hair,独角森林,領結,線光系列line,handmade,鑰匙圈/鑰匙包,髮飾,胸針,領針　胸針　文藝,bowtie,禮品,情人,設計,illustration,木紋　客製化禮物　獨立設計,印花,音樂髮束,necklace,女朋友,手作",0.393868012246,0.606131987754,"1MVRoPZY,1yvgrQz_"
2402,"little-oh,chusedesign,lazybones,hireindeer,goodtime-play-jewelry,housepal,torinoko,himushroom,vincs,lyla-silver-accessories,recycle,missbear5420,rosygarden","1CvMfTBf,1Gfaa_sm,1Ws5RPnC,17kGCZDg,1hbGl2Dj,1NrvFaeN,1InIk05C,1WpV0MyX,180WLI2J,1nMxbX23,110SEPhZ,1XQd3Z6q,16w724zT","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,家具,胸針,茶具/茶杯,項鍊/墜子,髮飾,捲線器/電線收納,鑰匙圈/鑰匙包,耳環","14k金耳環,耳釘,love,深紫,髮圈,globe,浪漫,植物,黃銅,懶骨頭追著狗尾巴,創意,精緻,design,純銅,天然石,圓形,天然淡水珍珠,季節限定,牛乳,別針,flower,簡約,purple,乾燥花,breath,rosy,髮飾,胸針,earrings,white,純黃銅,水晶球,限量款,黃銅手鍊,珍珠,波波,項鍊/墜子,rosygarden,乾花,設計,ball,glass,動物,玻璃球,baby,琉璃,flowers,天然月光石,家飾,牛奶,禮物,休閒,folding,音樂緞帶吊飾,耳環,青金石,鱷魚,玻璃,沙發套,reindeer專屬,清新,髮帶",0.275151518353,0.724848481647,"1yvb92iR,1fDEarW7,1RcmIzRs"
2403,"noble_bunny,minertes,pyroclassic,mypaperway,meow-cat,mitumimierio","1E4L3lSB,1hxYiVrE,1rfKgN_d,1fVsujo7,1O2QGs3s,1uaPipMR","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,印章","項鏈,黃銅,創意,design,天然石,情人節,木作,vintage,handmade,印章,胸針,cubic-zirconia(cz),限量款,珍珠,手工,禮品,設計,茶具,brass,復古,禮物,髮簪,貓貓,pearls,耳環,meow,necklace,可愛,鋯石,手作",0.458615107911,0.541384892089,0
2404,"hakuneko,littlepasser,elfland174,cc-tt,oldnewlady,petqbeq,smohouse,lostnfind,noveltylane,ms-spider,mithx,1212tw","1cyzQzov,1ACZUoHd,1XSY59zB,1bOogL72,1odXVWRD,15CpgHFT,15E6SdNI,19y1BAfg,186L3jNa,1AHjAykC,1DXIWynD,13FSP4PW","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,寵物衣,胸針,項鍊/墜子,項鍊/墜子,項鍊/墜子,髮飾,貼紙","shop,彩虹,手工,玻璃球,項鍊,粉,彩色,accessories,酒壺,掛飾,花邊大耳環,飾物,貓,防水貼紙,design,網上購物,髮束,法鬥,網上時裝,blue,綠,個人專屬,簡約,香港,繡球花,natural系列,粉紅,紫,handmade,真花,典雅,花,紫色,真花朵,法國鬥牛,立體真花,髮飾,胸針,婚宴,飾品,深紫,巴哥,限量,發光,限量款,維多利亞,客製化禮物,髮箍,聖誕節,白色,手繪,藍,設計,貓咪,狗,藍色,領針,lady,noveltylane,禮品,網上商店,心口針,花環,頸鏈,禮物,butterfly,絲花,[sambou],-badge-,創意,編織,行李箱貼紙,玻璃,結婚,鬥牛犬,聖誕,瓶子頸鏈,立體,可愛,綠色,限量品,手作",0.208273035495,0.791726964505,1GaQW_Ry
2405,"hikidult,slimetalwork,xuxuwear,ponmio,doluwan,solasolo,woodhouse,yangxyang,cami-handicraft,f956weisong,antennashop,kite,prime-yus-handmade-leather","151xpjm1,1qW2YH1n,13m1pKs1,11orgwWM,1V6x85zU,1mPxSRz9,1qDxTe53,1g5HxCRa,148gJYvO,19LnqVcN,1BmJKKKe,1G4ET4s1,1jvnoRb7","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,iPhone 週邊,項鍊/墜子,項鍊/墜子,髮飾,iPhone 週邊,鑰匙圈/鑰匙包,票夾/隨身夾","貓頭鷹,聖誕禮物,蕾絲,生日禮品,雪花,木iphone4手機殼,鑰匙圈,design,聖誕,木iphone4s手機殼,独角森林,創意禮品,聖誕節,木,handmade,有機棉企劃x生活小配件（多用途蝴蝶結配飾∞）,原木,iphone,髮飾,胸針,【圖騰風格】系列,純銀,限量款,氣質,手工皮革,手工,iphone4手機殼,【皮繩搭配】系列,禮品,創意禮物,illustration,*rabito,iphone手機殼,iphone4s手機殼,我愛動物園,簡約,case,禮物,925純銀/手工,gift,leather,iphone4,耳環,編織,生日,iphone4s,925,手作",0.0416757868898,0.95832421311,"1MDY0h3V,1x2sLoEQ,1T8lnFn0"
2406,"sumomo,river,annys-workshop,emmahouse,chodoii,anywayawyna,lachriselle,skderhouse,newnoise,iammissj,sou,abearable,justknitting,happyliving","1sR48tEF,1CUKjBF1,1PHKoJAR,1gJHkpbs,1ULf7uNg,1lw3L0CD,1cWVAj3j,1JE0L0sq,1XrFfq0u,1u2FOf8o,1bIxs9JW,1dFsDerl,1fzUO5kP,19fgk8TX","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,連帽外套/T 恤 (中性),項鍊/墜子,碗","cute,neaklace,客製化,押花,handmade,手工製作,金剛菩提珠,膠珠,熊貓,創意,design,bambu,聖誕市集,[香港手作],＿森林,情人節,變色,簡約,野花,natural系列,蕾絲花,項鍊,聖誕禮物,兔子,silver,花,鄉村風,髮飾,浪漫,pins,飾品,t恤,黄色,純銀,生日禮物,限量款,熊,扣針,手工,禮物,changeablecolortshirt,禮品,胸針,交換禮物,設計,bear,環保有機,泰國,客製化禮物,葉片,神奇,皮革,頸鏈,鳥語花香,magic,閃亮,天然無毒,leather,原創,耳環,tshirt,編織,古銀色,手工皮革,紅色,髮帶,手作",0.973018495162,0.0269815048384,1SMVdO3d
2407,naka4matom,1HUV5gy6,胸針,胸針,0.315119518291,0.684880481709,"1xhzX2Q4,1oxznQNb"
2408,"acuteaccent,angoods,stripes,sodek,cutfing,gogoldfish,manahk,bluewaters","13wpnI0F,169LuoDA,1LJg4tTD,1uw8PvHy,1zQ0FJa4,1EuCn1Yc,12O20Eis,13EZROQf","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,便條紙,胸針,洋裝","海洋系列,cute,可愛い,藝術,對話框,植物,名畫,embroidered,可愛,cone,本土,girl,精靈,文創,handmade,pine,台灣,髮飾,胸針,樹,ネクタイ　タイタック,純銀,松樹,便利貼,個性,ハンドプリント,手工,搞笑,設計,刺繡,brooch,角,手染め,有趣,ワンピース,禮物,松果,tree,別針,女孩,樹枝,fairy,手作,pinecone",0.0583514951712,0.941648504829,"1cV0ST7C,1Vl8pv3F,1rDobs9r,1_YJ0hQx"
2409,"noveltylane,64design,yiihandmade,k-a-design,circledot,mumu-union,butterfly1987,wakakuwa,markhonor,iammissj,uka,nike19830407,mana-kaban,ziztar,sylvia168520,garetta,maobian,blackjoker,kc-673,phancy,pufeisugar","1QhhZklh,1vrImAod,1Zevf0wA,1xZjMpuQ,1h5fGGtF,1qclTKvg,1d_7EOt4,1CxzRt6E,14IJ0DBm,1nyjJ7xV,1uaAsyd1,1nxFNpbP,1a0AQalm,1bXBGdi7,13OxUHf8,1dvB7t3b,1jYbX421,1215_S3x,1oCG2uyz,1zjd5CUp,1dQnQjUs","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,上衣 (女),鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,Android 週邊,髮飾,手鍊/手環","shop,土耳其石,客製化,耳針,項鍊,銀飾,柯基犬,三角,accessories,文様,狗狗,飾物,創意,ヘアアクセサリー,design,網上購物,ギフト,japan,網上時裝,日式布花,アクセサリー,和風髮飾,網上商店,香港,着物,handmade,日本花簪,tradition,不鏽鋼,kimono,皮革、鑰匙包、鑰匙,胸針,飾品,noveltylane,雜貨,プレゼント,毛茸茸,日本,羊,手機殼,手工,項鍊/墜子,禮品,ハンドメイド,設計,japanese,皮革、,動物,刻字,hair,香港設計,客製化禮物,present,簡約,つまみ細工,和柄,禮物,elastic,gift,少量,耳環,抗過敏,diy,和文様,可愛,寵物,純銀,復古,金工,手作,鑽,髮帶,ヘアゴム",0.825368215768,0.174631784232,0
2410,"sou,aping,beemama,minibobi,circledot,heartwarming,muodesign,hm2,kellys,marbling,dailylike,upick,umic,jiangdesign","1hBuDgIy,1yOTnL52,1l5bBH_A,1wH1NxVy,1Aj7MffA,1acgd6eQ,1AnAgVWx,1MfesQWK,1YWFauAR,1axHFRmw,14lEsq3f,1v1tj26T,1zDi92vg,1WSFbZ8W","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,肩背包/斜背包,胸針,項鍊/墜子,貼紙","夕陽,貓頭鷹,項鍊,手縫,燈塔,塑膠,創意,可愛,托特包,購物袋,咖啡,耳針,tote,natural系列,帆船,handmade,羽毛,復古,風車,不鏽鋼,禮品,pins,限量,少量,限量款,手工,手繪,胸針,設計,環保,北歐,客製化禮物,簡約,婚禮小物,耳夾,耳環,別針,灰,design,925,手作",0.845833671288,0.154166328712,"1m66AMDL,1seOWgyM"
2411,"akira-mika,solomon0928,lazybones,una-handiwork,sylvia168520,mojoy1680,unique-outdoor-graphics,anddear,gvcoj","1_7aGraw,1QLXDoOX,1lDz1FRH,1eEyucgS,1gL6Jlio,1mP5PLUw,1CejAXqV,1LbO01cJ,111lO1vf","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,其他3,耳環,上衣/T 恤 (男),胸針,項鍊/墜子","cute,客製化,漁夫帽,鑰匙圈,創意,design,上衣/T 恤 (男),qrcode,招牌,刻字,帽子,natural系列,handmade,客製化禮物,台灣,限量款,diamond,手工,項鍊/墜子,禮品,設計,birthday,動物,百搭,手創,懶骨頭追著狗尾巴,gold,復古,簡約,禮物,gift,18k,耳環,抗過敏,專屬,necklace,髮帶,手作",0.695921456939,0.304078543061,"1vIjDz2x,1qRuXSYs,1DfMKxXv,1K5y_Dui"
2412,"naka4matom,64design,boytricks","1QElMTMg,1ewFenD7,17REM6j3","胸針,項鍊/墜子,髮飾","发饰,項鍊,飾品,独一无二,設計,日本进口,design,胸針,金工,銀飾,手作",0.64762829919,0.35237170081,"14qJPNXz,1QWGQIKs,1mDtUYJi"
2413,"ceciisoriginal,cinesina-hk,gokudera,chuhsien,duckplayground,own-labels,digdig,stationery","1lAwGdbA,1xj7qppO,1DtHZIuJ,14h9fgKE,18YoqtAv,1xn0uyHK,1v1qQDav,1DVOaYok","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,Android 週邊,胸針,貼紙","htc,項鍊,山丘,自然,獨家,one,鑰匙圈,z4,創意,design,風景,郊遊,夢想,客製,愛,品牌-stalogy,童話,galaxy,xperia,訂造,簡約,natural系列,vintage,jewelry,handmade,s6,s5,note,3,4,6,情人節,z3,m9,m8,iphone,限量款,手機殼,手工,food,禮品,設計,動物,分類-點點貼,z5,客製化禮物,森林,禮物,samsung,玻璃,miniature,edge,plus,sony,手作",0.0655027024821,0.934497297518,0
2414,"peopletutu,oliolijewelry,nuts3berries,manychoice,timbeelo,minifanfan,doraglaze,daughter,hm2,dessin,isni,strauss","1bm4xpPy,10qzVASa,1x70b3Rd,1Aev891Q,1AB9k1WC,1K2R7Mlu,1zLU3UtC,1NPcLl9X,1bPfMkIO,1X10XMSs,1e7r6utH,1aEue5CM","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,保養香氛,髮飾,筆記本/手帳,鑰匙圈/鑰匙包,家具","key,經典,銅,母女,項鍊,手工製作,pencase,手帳,年曆,創意,寶石,design,聖誕,寶寶,實木,indigo,椅子,手工,elk,質感,jewelry,01.2016時效/萬年曆手帳,vintage,木製,handmade,strauss,鑰匙圈/鑰匙包,工藝,case,磁鐵,革小物,胸針,飾品,格紋,美國製造,文化,客製化禮物,手工皮革,搖椅,聖誕節,手繪,紐約,交換禮物,journey,動物,大象,鹿革,有情門,ash,舒適,禮品,簡約,婚禮小物,項鍊/墜子,月誌,革,michael,別針,品味,熱縮片,柳林風聲,復古,michaud,手作,可愛,萬年曆",0.947687402084,0.0523125979163,"1bPjLijd,14KrZoU6,1AtC5Z3q,1Zp7Cb8F"
2415,"kazuharinnu,georgiatsao,skderhouse,alma-handmade,goodtime-play-jewelry,sophielibrary,minifanfan,vanlows,creer-acc,skderhouse,kq0323","1unDKuhh,1KJ6rfz2,1XksUeSu,1BHkzLmw,1N2TwW2l,1CyzeIuf,1K2R7Mlu,1tshGama,18WtRoTr,1RhFgLJ0,1G4PKbNc","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,晚宴包/手拿包,胸針,項鍊/墜子,耳環,髮飾,肩背包/斜背包","限量款,art,項鍊,simple,modern,earring,創意,design,japan,kawaii,handmade,イラスト,ipad袋handbag手拿包,磁鐵,胸針,illust,缶バッチ,14k金耳環,手工製作,triangle,手工,禮物,手繪,天然瑪瑙石,illustration,canbatch,動物,大象,brass,項鍊/墜子,別針,熱縮片,可愛,銀飾,original,髮帶,手作",0.557547721366,0.442452278634,"1Qp_T0Cw,1DfO7x1F,19aoy6oK"
2416,"mewinwonderland,muffelstore,endorphin,about-dream,atelier-shinji-ginza,noble_bunny,idojewel,designapt,phancy,cheeseduke,ray0811,ultracase","1mbHMHIZ,1I9mtbI2,1D1NMAfw,1wh8WAQO,1IFpj1Oi,1ivI52-U,1NQPezbL,17eNPJxo,1Casg6HP,1kVJTkKW,1k6TDzXm,1N1JtZMU","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,項鍊/墜子,髮飾,蛋糕,鑰匙圈/鑰匙包,其他11","心型,銀,love,apple,項鍊,聖誕禮物,客製化禮物蕾絲,手工縫製,小象,鑰匙圈,創意,啡色,design,錶帶,天然石,客製化,42mm,豹紋,vintage,halloween2015,handmade,懷舊,手錶帶,萬聖節,髮飾,毛線,香水,民族,紅色,限量款,brown,38mm,手工,禮物,禮品,手工皮革,leopard,設計,棕色,yellow,silver,胸針,耳環,編織,perfume,鉤針,小腸圈,蛋糕,necklace,黃色,手作",0.31520071182,0.68479928818,"1VICVLlS,1kvWekID,113qBfjq,11hFS4Jk"
2417,"felizdoodle,insense,downtheaisleatelier,doraj,bang-on-shop,ian-design","1KmSwGoG,1pyCkVUl,1xkmrC0f,14EclfGh,1M2AkWSg,1N__7ziN","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,外套/大衣 (女)","項鍊,我愛妳,wedding,hair,創意,design,情人節,新娘頭飾,natural系列,裝飾,handmade,wood,髮飾,胸針,頭飾,純銀,限量款,bridalhairpiece,珍珠,手工,禮品,甜蜜,情人,設計,愛情,bridalheadpiece,禮物,bridalhairaccessories,友情,水晶,hairaccessory,別針,bride,生日,手作",0.290928902961,0.709071097039,"1LAXVn8a,1QM906hZ,18gijReo,1Wb5OmHM"
